point_id,section,requirement,primary_ticket,ticket_title,phase,verification_id,coverage_rule
323,16. Agreement/disagreement semantics,Outcome after agreement logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0323,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
324,16. Agreement/disagreement semantics,Outcome after disagreement logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0324,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
325,16. Agreement/disagreement semantics,Outcome after accepted challenge logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0325,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
326,16. Agreement/disagreement semantics,Outcome after rejected challenge logged.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0326,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
327,16. Agreement/disagreement semantics,Agreement rate metric.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0327,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
328,16. Agreement/disagreement semantics,Disagreement rate metric.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0328,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
329,16. Agreement/disagreement semantics,Useful-disagreement rate metric.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0329,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
330,16. Agreement/disagreement semantics,Jev disagreement precision metric.,T07,"Jev response envelope, confidence gating, and challenge pipeline",Phase 3 — tandem supervision,T07-R0330,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
331,17. Stale-response protection,State-versioned Jev requests.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0331,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
332,17. Stale-response protection,Decision-versioned Jev requests.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0332,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
333,17. Stale-response protection,State-versioned Jev responses.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0333,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
334,17. Stale-response protection,Jev response validity check before action.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0334,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
335,17. Stale-response protection,Current-state equality/compatibility check.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0335,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
336,17. Stale-response protection,Stale Jev result detection.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0336,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
337,17. Stale-response protection,Stale Jev results never blindly applied.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0337,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
338,17. Stale-response protection,Stale results can remain telemetry.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0338,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
339,17. Stale-response protection,Stale results can inform a subsequent decision.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0339,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
340,17. Stale-response protection,State version can use semantic version IDs.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0340,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
341,17. Stale-response protection,State version can use commit SHA.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0341,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
342,17. Stale-response protection,State version can use tree hash.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0342,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
343,17. Stale-response protection,State version can use test-run ID.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0343,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
344,17. Stale-response protection,State version can use tool receipt ID.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0344,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
345,17. Stale-response protection,State version can use other workflow-specific immutable identifiers.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0345,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
346,18. Reversibility and irreversible-action handling,Explicit reversibility metadata.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0346,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
347,18. Reversibility and irreversible-action handling,Explicit committed/uncommitted state.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0347,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
348,18. Reversibility and irreversible-action handling,Jev disagreement before reversible uncommitted action may change the decision.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0348,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
349,18. Reversibility and irreversible-action handling,Jev disagreement after committed action does not blindly undo it.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0349,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
