point_id,section,requirement,primary_ticket,ticket_title,phase,verification_id,coverage_rule,implementation_status,implementation_artifact,implementation_verification
347,18. Reversibility and irreversible-action handling,Explicit committed/uncommitted state.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0347,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
348,18. Reversibility and irreversible-action handling,Jev disagreement before reversible uncommitted action may change the decision.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0348,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
349,18. Reversibility and irreversible-action handling,Jev disagreement after committed action does not blindly undo it.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0349,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
350,18. Reversibility and irreversible-action handling,Post-commit disagreement influences the next decision.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0350,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
351,18. Reversibility and irreversible-action handling,Consequential but not-yet-committed actions may use precommit supervision.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0351,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
352,18. Reversibility and irreversible-action handling,Irreversible actions receive elevated router priority.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0352,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
353,18. Reversibility and irreversible-action handling,External sends/deploys/deletes/pushes can receive elevated priority.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0353,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
354,18. Reversibility and irreversible-action handling,No automatic reverse-whatever-Hermes-just-did behavior.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0354,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
355,18. Reversibility and irreversible-action handling,Recovery after already-executed action treated as a new decision.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0355,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
356,19. Supervision modes,SHADOW mode.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0356,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
357,19. Supervision modes,CORRECT_NEXT mode.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0357,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
358,19. Supervision modes,PRECOMMIT mode.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0358,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
359,19. Supervision modes,SHADOW logs Jev opinions without changing execution.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0359,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
360,19. Supervision modes,CORRECT_NEXT allows Jev to influence future action.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0360,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
361,19. Supervision modes,PRECOMMIT can briefly gate selected high-consequence boundaries.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0361,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
362,19. Supervision modes,Most operation remains asynchronous.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0362,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
363,19. Supervision modes,Synchronous behavior restricted to deliberately chosen consequential checkpoints.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0363,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
364,19. Supervision modes,Existing synchronous gating no longer primary architecture.,T08,"Stale-response protection, reversibility, and supervision modes",Phase 3 — tandem supervision,T08-R0364,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
365,20. Local adaptive router,Dedicated local adaptive relevance engine.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0365,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
366,20. Local adaptive router,Dedicated jev_supervisor.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0366,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
367,20. Local adaptive router,Router consumes all structured Hermes events.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0367,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
368,20. Local adaptive router,Router does not send all events remotely.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0368,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
369,20. Local adaptive router,Router maintains compact local turn state.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0369,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
370,20. Local adaptive router,Router accumulates state over time.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0370,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
371,20. Local adaptive router,Router performs event compression.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0371,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
372,20. Local adaptive router,Router performs novelty detection.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0372,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
373,20. Local adaptive router,Router performs decision-change detection.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0373,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
374,20. Local adaptive router,Router performs risk-change detection.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0374,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
375,20. Local adaptive router,Router performs uncertainty-change detection.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0375,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
376,20. Local adaptive router,Router performs evidence-change detection.,T09,Adaptive local router and compact turn-state accumulator,Phase 4 — adaptive routing,T09-R0376,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
